"CO_ENTIDADE","nome_escola_2020","situacao_2021","dependencia","rede","matriculas_2020","address","Latitude","Longitude "
35004520,"GRUPO MARQUES ESCOLA","extinta_2021","3_privada_nao_conveniada","privada",14,"RUA GENERAL BRASILIO TABORDA, 369 JD. BONFIGLIOLI. 05591-100 São Paulo - SP.","NaN"," NaN"
35004705,"ESCOLA SANTIAGO DE COMPOSTELA","extinta_2021","3_privada_nao_conveniada","privada",70,"RUA MARCELINO CHAMPAGNAT, 228 JARDIM DA GLORIA. 04114-000 São Paulo - SP.","NaN"," NaN"
35004740,"EXPRESSINHO MAGICO EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",11,"RUA ASTOLFO MARQUES, 211 JARDIM SANTA TEREZINHA. 03572-260 São Paulo - SP.","NaN"," NaN"
35004971,"NUCLEO RECREATIVO ARTE DO ENSINO","extinta_2021","3_privada_nao_conveniada","privada",58,"RUA REFINARIA MATARIPE, 448 VILAANTONIETA. 03477-010 São Paulo - SP.","-46.51283201"," -23.57007885"
35004974,"ESC PART CLUBE DA LULUZINHA E E I","paralisada_2021","3_privada_nao_conveniada","privada",22,"RUA SEBASTIAO FERNANDES PALMA, 14 VILA ITABERABA. 02846-260 São Paulo - SP.","NaN"," NaN"
35005047,"ESCOLA DE EDUCACAO INFANTIL E BOM SONHAR - UNIDADE III","paralisada_2021","3_privada_nao_conveniada","privada",47,"RUA JULIA LOPES DE ALMEIDA, 164 VILA PAULICEIA. 02301-000 São Paulo - SP.","NaN"," NaN"
35005182,"CANGOO BILINGUAL SCHOOL","paralisada_2021","3_privada_nao_conveniada","privada",38,"RUA CALOGERO CALIA, 512 VILA SANTO ESTEFANO. 04152-101 São Paulo - SP.","NaN"," NaN"
35005240,"ESCOLA DE EDUCACAO INFANTIL ESPACO CRIATIVO BABY","paralisada_2021","3_privada_nao_conveniada","privada",12,"RUA FRANCISCO ALARICO BERGAMO, 122 VILA TAQUARI. 08230-010 São Paulo - SP.","-46.4531643502847"," -23.5292326240088"
35005367,"BERCARIO SKEKINAH UNIDADE COLINHO","paralisada_2021","3_privada_nao_conveniada","privada",22,"BOM PASTOR, 1273 IPIRANGA. 04203-051 São Paulo - SP.","-46.6071552217586"," -23.5876656114247"
35005392,"ESCOLA JARDIM DA ALEGRIA","paralisada_2021","3_privada_nao_conveniada","privada",13,"RUA PANGAUA, 381 CASA. VILA RE. 03665-010 São Paulo - SP.","NaN"," NaN"
35005417,"ESPACO DO BEBE - JARDIM ENCANTADO","paralisada_2021","3_privada_nao_conveniada","privada",50,"AV NOSSA SENHORA DA CONCORDIA, 176 PARQUE CASA DE PEDRA. 02351-050 São Paulo - SP.","NaN"," NaN"
35005445,"CR P CONV JOSE AVELINO","extinta_2021","2_privada_conveniada","pública ou conveniada",67,"DEOCLECIANO DE OLIVEIRA FILHO, 1137 PARQUE SANTO ANTONIO. 05834-000 São Paulo - SP.","NaN"," NaN"
35005517,"JUNIORS RI","paralisada_2021","3_privada_nao_conveniada","privada",15,"RUA SATURNINO DE ALMEIDA NETO, 23 VILA CAMPO GRANDE. 04455-300 São Paulo - SP.","NaN"," NaN"
35005546,"CALIANDRA ME","paralisada_2021","3_privada_nao_conveniada","privada",42,"RUA GENERAL LECOR, 276 IPIRANGA. 04213-020 São Paulo - SP.","NaN"," NaN"
35005564,"ESC PART NOEMI BERGER PROFA E I A","extinta_2021","3_privada_nao_conveniada","privada",83,"RUA DOUTOR SERGIO JABUR MALUF, 162 PARQUE MARIA HELENA. 05854-100 São Paulo - SP.","NaN"," NaN"
35005573,"O MUNDO DE LUIZA EEI","paralisada_2021","3_privada_nao_conveniada","privada",13,"RUA PADRE MELITON VIGUEIRA PENILLOS, 69 VILA LEOPOLDINA. 05305-070 São Paulo - SP.","NaN"," NaN"
35005673,"ESC PART BUSCANDO HORIZONTES II","paralisada_2021","3_privada_nao_conveniada","privada",7,"RUA PLACIDO NUNES VIEIRA, 45 JARDIM CONSORCIO. 04436-040 São Paulo - SP.","NaN"," NaN"
35005755,"SEMENTINHA CENTRO DE RECREACAO","paralisada_2021","3_privada_nao_conveniada","privada",29,"AVENIDA BENTO GUELFI, 2702 JARDIM IGUATEMI. 08381-001 São Paulo - SP.","NaN"," NaN"
35005920,"COLEGIO GAMALLIEL","extinta_2021","3_privada_nao_conveniada","privada",44,"SIQUEIRA BUENO, 57 BELENZINHO. 03059-010 São Paulo - SP.","NaN"," NaN"
35005951,"MALABARES - NUCLEO DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",12,"RUA JANGURUCU, 193 PARQUE DA MOOCA. 03125-020 São Paulo - SP.","NaN"," NaN"
35006037,"ESC PART ESPACO ALPHA B E I","paralisada_2021","3_privada_nao_conveniada","privada",17,"RUA DOUTOR HEITOR NASCIMENTO, 298 NOSSA SENHORA DO O. 02927-130 São Paulo - SP.","NaN"," NaN"
35006113,"ESC PART PANDA E E I","paralisada_2021","3_privada_nao_conveniada","privada",16,"AVENIDA PIETRO NARDINI, 106 PARQUE BRASIL. 04843-230 São Paulo - SP.","-46.6963153499413"," -23.7401910689334"
35006274,"ESC PART OH HAPPY DAY KIDS","paralisada_2021","3_privada_nao_conveniada","privada",16,"PRACA NOVA AMERICA, 152 VILA GUARANI Z SUL. 04316-090 São Paulo - SP.","NaN"," NaN"
35006929,"ESC PART -ESPACO JACARANDA II U E","extinta_2021","3_privada_nao_conveniada","privada",47,NA,"NA"," NA"
35066467,"NAIR TADIELO GRACIOSO","extinta_2021","2_privada_conveniada","pública ou conveniada",1,NA,"NA"," NA"
35100328,"WELLINGTON CENTRO DE ENSINO INTEGRADO","paralisada_2021","3_privada_nao_conveniada","privada",29,"PETRONIO PORTELA MINISTRO, 11 AVENIDA. MOINHO VELHO. 02959-000 São Paulo - SP.","-46.7054247"," -23.4974269"
35100959,"MIOSOTIS E E I","extinta_2021","3_privada_nao_conveniada","privada",27,"RUA CONCHILIA, 345 VILA ALBERTINA. 02373-010 São Paulo - SP.","-46.61731"," -23.45514"
35101459,"MONTESSORI-LUBIENSKA EIEF","paralisada_2021","3_privada_nao_conveniada","privada",30,"VALENCA MARQUES, 442 RUA. ALTO DA MOOCA. 03182-040 São Paulo - SP.","-46.591857"," -23.5589615"
35102027,"COLEGIO SANTORINI","paralisada_2021","3_privada_nao_conveniada","privada",7,"OLIVETANOS PADRES, 90 AVENIDA. VILA ESPERANCA. 03648-000 São Paulo - SP.","-46.5256839"," -23.5234635"
35104668,"ALFA ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",81,"RUA DOS MACUNIS, 333 VILA MADALENA. 05444-000 São Paulo - SP.","-46.69772"," -23.55755"
35104784,"ALDEIA EXTERNATO","paralisada_2021","3_privada_nao_conveniada","privada",29,"RUA AURIFLAMA, 57 PINHEIROS. 05422-080 São Paulo - SP.","-46.68354"," -23.56647"
35106513,"IRMA CATARINA ESCOLA UNIDADE I","paralisada_2021","3_privada_nao_conveniada","privada",47,"ESPIRITO SANTO, 50 RUA. ACLIMACAO. 01526-020 São Paulo - SP.","-46.6318228"," -23.5691547"
35106550,"JARDIM DA GLORIA EXTERNATO","paralisada_2021","3_privada_nao_conveniada","privada",8,"AUGUSTO DE TOLEDO, 83 CAMBUCI. 01542-020 São Paulo - SP.","-46.6258551"," -23.5705153"
35106823,"TRES DE MAIO COLEGIO UNIDADE I","paralisada_2021","3_privada_nao_conveniada","privada",5,"SALVADOR SIMOES, 722 RUA. VILA DOM PEDRO I. 04276-000 São Paulo - SP.","-46.61368"," -23.60037"
35126536,"RICARO COLEGIO UNIDADE I","paralisada_2021","3_privada_nao_conveniada","privada",32,"PETRONIO PORTELA MINISTRO, 17 AVENIDA. MOINHO VELHO. 02959-000 São Paulo - SP.","-46.7051743"," -23.4973249"
35129525,"ELISABETE AP DE OLIVEIRA ME-REC URSINHO ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",8,"ESTRADA LAZARO AMANCIO DE BARROS, 707 VILA ITABERABA. 02846-010 São Paulo - SP.","-46.69513"," -23.46354"
35129574,"TERRITORIO DA INFANCIA NRI","paralisada_2021","3_privada_nao_conveniada","privada",26,"RUA BAQUIA, 155 VILA NOVA MANCHESTER. 03443-000 São Paulo - SP.","-46.53872"," -23.54649"
35129859,"AZENATH FERREIRA PROF COLEGIO EVANGELICO","extinta_2021","3_privada_nao_conveniada","privada",9,"RUA CRUZ DE MALTA, 553 RUA. VILA GUSTAVO. 02248-000 São Paulo - SP.","-46.5995761"," -23.48687"
35136669,"COLEGIO MIRANDOPOLIS","extinta_2021","3_privada_nao_conveniada","privada",13,"GUAPIACU, 151 RUA. VILA CLEMENTINO. 04024-020 São Paulo - SP.","-46.6462"," -23.60534"
35137509,"ESCOLA HARMONIA","paralisada_2021","3_privada_nao_conveniada","privada",42,"ALAMEDA CASA BRANCA, 583 JARDIM PAULISTA. 01408-001 São Paulo - SP.","-46.65949"," -23.56554"
35138198,"HORTO FLORESTAL EXTERNATO EEIFM","paralisada_2021","3_privada_nao_conveniada","privada",32,"AVENIDA SANTA INES, 1441 AVENIDA. MANDAQUI. 02415-002 São Paulo - SP.","NaN"," NaN"
35139671,"ESC PART PARAISO DOS PERALTAS E E I","paralisada_2021","3_privada_nao_conveniada","privada",24,"AVENIDA DAS CEREJEIRAS, 916 JARDIM JAPAO. 02124-000 São Paulo - SP.","-46.57905"," -23.50758"
35140247,"GIRASSOL JARDIM ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",24,"RUA TIRANA, 34 VILA FORMOSA. 03359-110 São Paulo - SP.","-46.54651"," -23.56563"
35140521,"CANTINHO VERDE ESCOLA EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",59,"PRACA SIMOES DA CUNHA, 45 JARDIM VILA FORMOSA. 03470-070 São Paulo - SP.","-46.5249"," -23.57167"
35150733,"SANTA MARIA DE NAZARE COLEGIO UNIDADE I","extinta_2021","3_privada_nao_conveniada","privada",93,"RUA UACUMA, 50 UNIDADE I. JARDIM SANTA MARIA. 03575-000 São Paulo - SP.","-46.5096175"," -23.5577165"
35151804,"COLEGIO SAO BENTO DE NURSIA DE EI E EF","paralisada_2021","3_privada_nao_conveniada","privada",5,"RUA JOSE PINTO DE ALMEIDA, 46 RUA. VILA CARAGUATA. 04191-160 São Paulo - SP.","-46.6055675"," -23.6478222"
35155706,"AUBRICK ESCOLA BILINGUE MULTICULTURAL UNIDADE II","extinta_2021","3_privada_nao_conveniada","privada",21,"CHANES, 142 RUA. INDIANOPOLIS. 04087-030 São Paulo - SP.","-46.6770223"," -23.6154418"
35156747,"STIGLIANI CENTRO EDUCATIVO E CULTURAL","extinta_2021","3_privada_nao_conveniada","privada",30,"RUA ADA NEGRI, 389 RUA. SANTO AMARO. 04755-000 São Paulo - SP.","-46.7133957"," -23.6488848"
35156899,"ESC PART RISQUE E RABISQUE ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",18,"RUA CHAMANTA, 698 VILA PRUDENTE. 03127-000 São Paulo - SP.","-46.58537"," -23.57683"
35156905,"MARISA DONDA PROFESSORA ESCOLA DE PG","paralisada_2021","3_privada_nao_conveniada","privada",19,"RUA SALVADOR TOLEZANO, 699 RUA. ALTO DO MANDAQUI. 02422-160 São Paulo - SP.","-46.6397041"," -23.4667696"
35157685,"COLEGIO CENA","extinta_2021","3_privada_nao_conveniada","privada",1,"AMAMBAI, 1609 RUA. VILA MARIA. 02115-002 São Paulo - SP.","-46.5828797"," -23.5148492"
35158324,"ESC PART INTERMUNDI E E I","paralisada_2021","3_privada_nao_conveniada","privada",32,"PRACA DO CENTENARIO, 136 CASA VERDE. 02515-040 São Paulo - SP.","-46.65642"," -23.50951"
35158537,"ROSA MARIA COLEGIO EVOLUCAO","paralisada_2021","3_privada_nao_conveniada","privada",6,"RUA ACOR, 99 RUA. SAO JOSE. 04837-090 São Paulo - SP.","-46.7025336"," -23.7423108"
35163508,"NUCLEO DE RECREACAO INFANTIL URSINHO AZUL LTDA","paralisada_2021","3_privada_nao_conveniada","privada",7,"RUA DOUTOR JOAO TONIOLO, 912 JARDIM SAO JOSE ZONA NORTE. 02969-000 São Paulo - SP.","-46.71311"," -23.48078"
35164598,"ESCOLA QUINTAL E E I","paralisada_2021","3_privada_nao_conveniada","privada",69,"RUA JOAQUIM CANDIDO DE AZEVEDO MARQUES, 1234 VILA MORUMBI. 05688-021 São Paulo - SP.","-46.71"," -23.61107"
35170872,"PIPOQUINHA BERC E ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",17,"ALAMEDA SARUTAIA, 61 JARDIM PAULISTA. 01403-010 São Paulo - SP.","-46.65279"," -23.57074"
35171136,"SANJEAN E E I","paralisada_2021","3_privada_nao_conveniada","privada",3,"AVENIDA MAESTRO VILLA LOBOS, 245 VILA GUSTAVO. 02266-000 São Paulo - SP.","-46.59978"," -23.47861"
35171268,"ESTIMOARTE JARDIM ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",61,"AVENIDA JULIO BUONO, 481 VILA GUSTAVO. 02201-000 São Paulo - SP.","-46.5974"," -23.49361"
35175912,"COLEGIO LUDI MATER","extinta_2021","3_privada_nao_conveniada","privada",1,"RENATO PAQUET MARECHAL, 618 RUA. CIDADE SAO MATEUS. 03959-010 São Paulo - SP.","-46.482951"," -23.5976836"
35177180,"FONTE DO AMANHA COLEGIO","extinta_2021","3_privada_nao_conveniada","privada",73,"RUA CARLOS GILBERTO CIAMPAGLIA, 286 RUA. VILA CURUCA. 08032-020 São Paulo - SP.","-46.4309805"," -23.5086388"
35177246,"ESC PART ESTRIPO - LIPO N R I","paralisada_2021","3_privada_nao_conveniada","privada",20,"RUA DO MANIFESTO, 1978 IPIRANGA. 04209-002 São Paulo - SP.","-46.59962"," -23.59023"
35177374,"CHUVA DE ESTRELINHAS ESC DE RECR INF","paralisada_2021","3_privada_nao_conveniada","privada",28,"RUA SAO DOMINGOS, 54 BELA VISTA. 01326-000 São Paulo - SP.","-46.64293"," -23.55258"
35177520,"GRAMPINHA E E I","paralisada_2021","3_privada_nao_conveniada","privada",17,"RUA DOS JACARANDAS MIMOSOS, 216 VILA NOVA MAZZEI. 02312-090 São Paulo - SP.","-46.60160768"," -23.46460429"
35177581,"ESC PART MINI POLEGAR E E I","paralisada_2021","3_privada_nao_conveniada","privada",18,"RUA SARGENTO ANTENOR TEIXEIRA, 77 77A. JABAQUARA. 04345-010 São Paulo - SP.","-46.64314"," -23.63856"
35177647,"ESC PART URUPES E E I","paralisada_2021","3_privada_nao_conveniada","privada",12,"AVENIDA JACINTO JULIO, 184/449 JARDIM SATELITE. 04815-160 São Paulo - SP.","-46.6940878966984"," -23.7059133115303"
35178056,"ESC PART ADRIANA SODRE PROFESSORA","paralisada_2021","3_privada_nao_conveniada","privada",72,"AVENIDA JOAO SIMAO DE CASTRO, 685 VILA SABRINA. 02141-000 São Paulo - SP.","-46.5731983"," -23.4939883"
35178469,"ANCHIETA PE E E I","paralisada_2021","3_privada_nao_conveniada","privada",28,"RUA MIGUEL JURNO, 81 73. JARDIM CELESTE. 05527-050 São Paulo - SP.","-46.75377"," -23.59805"
35178482,"OCEANO E E I","paralisada_2021","3_privada_nao_conveniada","privada",9,"RUA OTAVIO PEDREIRO ROSA, 199 JARDIM ESTER. 05372-000 São Paulo - SP.","-46.76095"," -23.58352"
35178494,"PIPOCA E SAPECA DE SAO DOMINGOS","paralisada_2021","3_privada_nao_conveniada","privada",21,"RUA DOUTOR CARMINO CAPRICCHIO, 69 VILA TIRADENTES. 05368-000 São Paulo - SP.","-46.75126"," -23.577"
35178548,"SUN PORT - PORTO DO SOL COLEGIO","extinta_2021","3_privada_nao_conveniada","privada",3,"COMENDADOR ELIAS ASSI, 365 RUA. CAXINGUI. 05516-000 São Paulo - SP.","-46.7181212"," -23.5823207"
35180877,"CEI DOM JOSE GASPAR","extinta_2021","2_privada_conveniada","pública ou conveniada",113,"AUREA BATISTA DOS SANTOS, 703 VILA MORSE. 05623-000 São Paulo - SP.","-46.7258"," -23.6004"
35187197,"LUCKESI COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",22,"RUA ANTONIO D AMIN, 237 RUA. ITAIM PAULISTA. 08122-190 São Paulo - SP.","-46.3788927"," -23.493155"
35191711,"LIBERDADE COLEGIO UNIDADE II","paralisada_2021","3_privada_nao_conveniada","privada",70,"RUA INHABATA, 65 RUA. SAO MIGUEL PAULISTA. 08010-420 São Paulo - SP.","-46.4347511"," -23.494625"
35192636,"PERSON COLEGIO","extinta_2021","3_privada_nao_conveniada","privada",17,"MATEUS LOURENCO DE CARVALHO, 77/87 RUA. VILA BUENOS AIRES. 03736-200 São Paulo - SP.","-46.5145706"," -23.5116558"
35194918,"CR P CONV CANTINHO DO PROGRESSO C E I","extinta_2021","2_privada_conveniada","pública ou conveniada",115,"AVOANTE, 83 JARDIM DAMASCENO. 02879-010 São Paulo - SP.","-46.6989"," -23.4516"
35194943,"PUZZLE EDUCACAO INFANTIL BILINGUE","paralisada_2021","3_privada_nao_conveniada","privada",7,"RUA DOUTOR JESUINO MACIEL, 919 CAMPO BELO. 04615-002 São Paulo - SP.","-46.67166"," -23.61936"
35198948,"QUINTAL MAGICO ESCOLA","extinta_2021","3_privada_nao_conveniada","privada",13,"RUA IRMA PIA, 127 RUA. JAGUARE. 05335-050 São Paulo - SP.","-46.75087"," -23.54858"
35199254,"ESC PART BRILHO DO SOL","paralisada_2021","3_privada_nao_conveniada","privada",40,"RUA REVERENDO ALCIDES FRANCO, 91 JARDIM ITAPEMIRIM. 08220-700 São Paulo - SP.","-46.45740673"," -23.53573903"
35199308,"OS PEQUENINOS NRI","paralisada_2021","3_privada_nao_conveniada","privada",31,"RUA BOTUPORA, 243 ITAQUERA. 08215-470 São Paulo - SP.","NaN"," NaN"
35199312,"NUCLEO DE EDUCACAO INFANTIL LAPIS MAGICO","paralisada_2021","3_privada_nao_conveniada","privada",18,"RUA ITALINA, 340 ITAQUERA. 08210-790 São Paulo - SP.","-46.4505416666667"," -23.5413516666667"
35199321,"ALPHA LESTE EEI","paralisada_2021","3_privada_nao_conveniada","privada",30,"RUA MARIANO MORO, 620 636. VILA REGINA ZONA LESTE. 08225-060 São Paulo - SP.","-46.45616"," -23.5331"
35199761,"ESCOLA DE EDUCACAO INFANTIL CACA TALENTO","paralisada_2021","3_privada_nao_conveniada","privada",18,"RUA ITINGUCU, 2233 VILA RE. 03658-011 São Paulo - SP.","-46.49516"," -23.53102"
35207731,"EMEI DO LAR SIRIO","paralisada_2021","1_publica","pública ou conveniada",89,"SERRA DE BRAGANCA, 990 VILA GOMES CARDIM. 03318-000 São Paulo - SP.","-46.5657"," -23.5446"
35264672,"EEI MONTHEGAN","paralisada_2021","3_privada_nao_conveniada","privada",23,"RUA PIQUINHU, 16 VILA RE. 03657-010 São Paulo - SP.","-46.50754"," -23.52457"
35266504,"ESCOLA DE EDUCACAO INFANTIL CHAVE DO TAMANHO BABY","paralisada_2021","3_privada_nao_conveniada","privada",15,"RUA CARLOTA LUISA DE JESUS, 157 PARQUE SAO JORGE. 03086-060 São Paulo - SP.","-46.56678"," -23.53029"
35285584,"CR P CONV ANGLICANA LINA RODRIGUES","paralisada_2021","2_privada_conveniada","pública ou conveniada",121,"NICIA COUTINHO PATRICIO, 128 VILA PENTEADO. 02866-000 São Paulo - SP.","-46.6828"," -23.4652"
35287040,"IDEAL FUTURO COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",9,"ODUVALDO VIANA, 735 RUA. JARDIM RINCAO. 02991-140 São Paulo - SP.","-46.7280371"," -23.4337583"
35293027,"OLIVIA PALITO BERCARIO UNIDADE II","paralisada_2021","3_privada_nao_conveniada","privada",32,"RUA PADRE ESTEVAO PERNET, 841 VILA GOMES CARDIM. 03315-000 São Paulo - SP.","-46.56678"," -23.54181"
35293124,"PRE ESCOLA DE EDUCACAO INFANTIL TRENZINHO AZUL","paralisada_2021","3_privada_nao_conveniada","privada",33,"RUA SAO ROBERTO, 262 VILA MARIETA. 03617-010 São Paulo - SP.","-46.5247401"," -23.5184209"
35293660,"ESC PART TIA ZENI C E R","extinta_2021","3_privada_nao_conveniada","privada",6,"RUA FELICIANO DE MENDONCA, 75 JARDIM SAO PAULOZONA LESTE. 08460-365 São Paulo - SP.","-46.40117292"," -23.55417818"
35293891,"ESCOLA ECEL EDUCACAO E LAZER LTDA","extinta_2021","3_privada_nao_conveniada","privada",4,"AVENIDA CUPECE, 1949 JARDIM PRUDENCIA. 04365-000 São Paulo - SP.","-46.66441"," -23.66035"
35294184,"ESCOLA DE EDUCACAO INFANTIL TIA PATY","paralisada_2021","3_privada_nao_conveniada","privada",21,"RUA JOSE ANTONIOLI, 235 JARDIM MARISTELA. 02806-090 São Paulo - SP.","-46.69889"," -23.47211"
35294202,"ESCOLA LI LU DI","paralisada_2021","3_privada_nao_conveniada","privada",33,"RUA SITIANTES, 261 ITABERABA. 02737-000 São Paulo - SP.","-46.69085"," -23.49034"
35294895,"FADELITO CENTRO DE CONVICENCIA INF SC LTDA UN I","paralisada_2021","3_privada_nao_conveniada","privada",128,"RUA CENOBELINO SERRA, 71 JARDIM TRUSSARDI. 05518-010 São Paulo - SP.","-46.72815"," -23.58801"
35297574,"CR P CONV JARDIM FLOR DE LIS V","extinta_2021","2_privada_conveniada","pública ou conveniada",70,"TENENTE MIGUEL DELIA, 44 VILA ROSARIA. 08021-090 São Paulo - SP.","-46.4398"," -23.4992"
35321059,"RENASCENDO COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",53,"BERTIOGA, 116 RUA. CHACARA INGLESA. 04141-100 São Paulo - SP.","-46.6357701"," -23.6103607"
35323901,"TURMA DO CHICO BENTO ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",24,"AVENIDA PARADA PINTO, 1150 VILA NOVA CACHOEIRINHA. 02611-003 São Paulo - SP.","-46.6592"," -23.46923"
35335794,"JOAQUIM SOUZA COLEGIO EDUCACIONAL","paralisada_2021","3_privada_nao_conveniada","privada",17,"EDUARDO SANDOZ, 55 RUA. VILA FIDALGO. 02321-050 São Paulo - SP.","-46.5893837"," -23.4446381"
35344230,"INTERARTE COLEGIO UNIDADE II","paralisada_2021","3_privada_nao_conveniada","privada",13,"JOSE BENEDITO SALINAS, 93 RUA. JARDIM ITAPEVA. 04674-200 São Paulo - SP.","-46.6886732"," -23.6641622"
35346724,"AQUARELA ENCANTADA BERCARIO E ESCOLA DE EDUCACAO INFANTIL LTDA","paralisada_2021","3_privada_nao_conveniada","privada",212,"AVENIDA PROFESSOR ALFONSO BOVERO, 218 SUMARE. 01254-000 São Paulo - SP.","-46.6815"," -23.54369"
35371488,"AFIRMACAO COLEGIO","extinta_2021","3_privada_nao_conveniada","privada",15,"HENRIQUE JACOBS, 363 RUA. VILA SANTA TERESA ZONA LESTE. 03566-010 São Paulo - SP.","-46.4917733"," -23.538902"
35383946,"ESTRELA BABY ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",18,"RUA ARNALDO JOAO, 83 VILA RE. 03660-000 São Paulo - SP.","-46.50855"," -23.51982"
35421561,"ESC PART PITUCHINHOS","paralisada_2021","3_privada_nao_conveniada","privada",23,"RUA GENTIL BRAGA, 549 VILA BUENOS AIRES. 03737-020 São Paulo - SP.","-46.5121"," -23.50996"
35428759,"ESC PART CENTRO EDUCACIONAL A MAR","extinta_2021","3_privada_nao_conveniada","privada",118,"AVENIDA OSVALDO ARANHA, 250 SAUDE. 04292-050 São Paulo - SP.","-46.6094"," -23.61348"
35429624,"PAULO DE AVELAR COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",4,"PAULO DE AVELAR, 268 RUA. VILA DOM PEDRO II. 02243-010 São Paulo - SP.","-46.6077604"," -23.4995932"
35434735,"ESPACO DA VILA BERCARIO E RECREACAO","paralisada_2021","3_privada_nao_conveniada","privada",62,"RUA ANTONIO MARIANI, 58 INSTITUTO DE PREVIDENCIA. 05530-000 São Paulo - SP.","-46.71594"," -23.57606"
35438017,"COLEGIO COSTA PARIS","extinta_2021","3_privada_nao_conveniada","privada",9,"LUIS FONSECA MAJOR, 231 RUA. JARDIM MONTE KEMEL. 05633-020 São Paulo - SP.","-46.73927"," -23.59905"
35440681,"PEREIRA GOULART ESCOLA","extinta_2021","3_privada_nao_conveniada","privada",16,"GUAIOS, 506 ALAMEDA. PLANALTO PAULISTA. 04070-000 São Paulo - SP.","-46.64547"," -23.62816"
35443104,"ESC PART VERDINHO LIMAO N E R I","paralisada_2021","3_privada_nao_conveniada","privada",3,"RUA CORONEL LUIS GONZAGA DE AZEVEDO, 9 CHACARA SEIS DE OUTUBRO. 03509-070 São Paulo - SP.","-46.52741"," -23.5363"
35443153,"NOVA ESTRELA ESCOLA","paralisada_2021","3_privada_nao_conveniada","privada",10,"AVENIDA PEDRO BUENO, 364 JABAQUARA. 04342-010 São Paulo - SP.","-46.64747"," -23.63449"
35443463,"CORACAO DE OURO","paralisada_2021","3_privada_nao_conveniada","privada",5,"RUA JOSE GETULIO, 239 CASA. LIBERDADE. 01509-001 São Paulo - SP.","-46.63516"," -23.56764"
35443578,"TERRA MATER ESCOLA INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",16,"RUA PICO NEGRO, 107 VILA REGENTE FEIJO. 03346-100 São Paulo - SP.","-46.5718154"," -23.5626687"
35444479,"ESTELA MARIS RECANTAO ENCANTADO COLEGIO","paralisada_2021","3_privada_nao_conveniada","privada",35,"TEODURETO SOUTO, 188 RUA. CAMBUCI. 01539-000 São Paulo - SP.","-46.6202"," -23.56638"
35448163,"CR P CONV ANTONIA MAMBELLI","extinta_2021","2_privada_conveniada","pública ou conveniada",167,"CANAL DE COCAIA, 1522 A. PARQUE RESIDENCIAL COCAIA. 04849-032 São Paulo - SP.","-46.6698310151696"," -23.7434705905616"
35448459,"CENTRO PROMOCIONAL DINO BUENO","extinta_2021","3_privada_nao_conveniada","privada",187,"ALAMEDA DINO BUENO, 475 CAMPOS ELISEOS. 01217-000 São Paulo - SP.","-46.64429"," -23.53072"
35449015,"COLEGIO NOVO HERDEIRO","paralisada_2021","3_privada_nao_conveniada","privada",10,"GIOVANNI BOLTRAFFIO, 114 RUA. VILA SANTA TERESA ZONA SUL. 04190-050 São Paulo - SP.","-46.6024971"," -23.650601"
35451666,"ESC PART TIA LURDES","paralisada_2021","3_privada_nao_conveniada","privada",26,"RUA DOUTOR EDSON DE MELO, 230 VILA MARIA ALTA. 02122-080 São Paulo - SP.","-46.58264"," -23.51231"
35456597,"CR P CONV ARCA DA ALIANCA","paralisada_2021","2_privada_conveniada","pública ou conveniada",139,"DOUTOR ARTUR FAJARDO, 426 CHACARA NOSSA SENHORA APARECIDA. 02963-000 São Paulo - SP.","-46.7006"," -23.4863"
35456809,"MUNDO DO SONHO ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",26,"RUA CATENDE, 311 JARDIM NORDESTE. 03691-000 São Paulo - SP.","NaN"," NaN"
35456871,"TLALVES - EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada","privada",52,"RUA SABBADO DANGELO, 213 ITAQUERA. 08210-790 São Paulo - SP.","-46.45057"," -23.5353"
35456883,"EEI COLMEIA MAGICA","paralisada_2021","3_privada_nao_conveniada","privada",29,"RUA OLIMPIO DE CAMPOS, 290 JARDIM VILA FORMOSA. 03471-130 São Paulo - SP.","-46.52049"," -23.56325"
35461097,"NUCLEO EDUCACIONAL TRINDADE","paralisada_2021","3_privada_nao_conveniada","privada",10,"AVENIDA JACOBUS BALDI, 31 JARDIM IRACEMA. 05847-000 São Paulo - SP.","-46.74441"," -23.65494"
