"CO_ENTIDADE","nome_escola_2020","situacao_2021","dependencia","matriculas_2020","address","Latitude","Longitude ","rede"
35507842,"LUA DE ALGODAO NUCLEO DE EDUCACAO INFANTIL UNIDADE II","paralisada_2021","3_privada_nao_conveniada",14,"RUA DOUTOR ROMEO FERRO, 217 JARDIM BONFIGLIOLI. 05591-000 São Paulo - SP.","-46.73136"," -23.57946","privada"
35560315,"ABC DO BABY ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",40,"RUA CAMPO MAIOR, 60 CIDADE PATRIARCA. 03551-110 São Paulo - SP.","-46.50151"," -23.53382","privada"
35561393,"CR P CONV TIA MIMA","extinta_2021","2_privada_conveniada",198,"DAS LAGRIMAS, 810 IPIRANGA. 04232-000 São Paulo - SP.","NaN"," NaN","pública ou conveniada"
35562105,"EDUCAR E CRESCER ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",38,"RUA FRUTUOSO BARBOSA, 707 JARDIM PRIMAVERA ZONA SUL. 04812-030 São Paulo - SP.","-46.689849"," -23.7182605","privada"
35564874,"LUZ DO SOL BERCARIO E EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",12,"RUA SALES JUNIOR, 294 ALTO DA LAPA. 05083-070 São Paulo - SP.","NaN"," NaN","privada"
35567747,"CR P CONV NOVO AMANHECER - JARDIM AMALIA","extinta_2021","2_privada_conveniada",110,"SERRA DA CANASTRA, 101 JARDIM AMALIA. 05890-220 São Paulo - SP.","-46.7869"," -23.6652","pública ou conveniada"
35567991,"CR P CONV NOVO AMANHECER - JARDIM THOMAZ","paralisada_2021","2_privada_conveniada",67,"MICHEL JACOB CHEID, 64 JARDIM THOMAZ. 05833-240 São Paulo - SP.","-46.7575"," -23.6735","pública ou conveniada"
35568512,"CHARANGUINHA ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",36,"RUA FONTOURA XAVIER, 298 ESQUINA. ITAQUERA. 08295-300 São Paulo - SP.","-46.4551"," -23.54823","privada"
35568961,"M D VIDA NOVA INSTITUTO DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",4,"RUA BRAGA, 49 VILA FACHINI. 04326-140 São Paulo - SP.","-46.63606"," -23.65415","privada"
35576190,"CR P CONV GALPAO ATRIA II","paralisada_2021","2_privada_conveniada",103,"ANTONIO LOMBARDO, 165 JARDIM SANTA TEREZINHA ZONA LESTE. 03572-230 São Paulo - SP.","-46.49910794"," -23.57335804","pública ou conveniada"
35577637,"FADELITO EDUCACAO INFANTIL - FADELITO III","paralisada_2021","3_privada_nao_conveniada",68,"RUA DOUTOR LUIZ MIGLIANO, 425 JARDIM VAZANI. 05711-000 São Paulo - SP.","NaN"," NaN","privada"
35578373,"CR P CONV FLOR DO ORIENTE II","extinta_2021","2_privada_conveniada",70,"MANUEL NUNES FIGUEIRA, 220 CHACARA DONA OLIVIA. 08141-300 São Paulo - SP.","NaN"," NaN","pública ou conveniada"
35578794,"CR P CONV AMANHECER","extinta_2021","2_privada_conveniada",57,"LOUIS CARRAND, 63 JARDIM MACEDONIA. 05894-360 São Paulo - SP.","-46.79061553"," -23.65079419","pública ou conveniada"
35579336,"ESC PART COLEGIO AGNUS DEI JUNIOR","extinta_2021","3_privada_nao_conveniada",43,"RUA JOAO AMOS COMENIUS, 1217 J. S. BERNARDO. 04844-420 São Paulo - SP.","NaN"," NaN","privada"
35580478,"ESC PART E BOM SONHAR E E I","paralisada_2021","3_privada_nao_conveniada",9,"RUA JOSE DE ALBUQUERQUE MEDEIROS, 30 AGUA FRIA. 02336-000 São Paulo - SP.","NaN"," NaN","privada"
35583388,"ESCOLA DE EDUCACAO INFANTIL GRAO DE CHAO II","extinta_2021","3_privada_nao_conveniada",11,"RUA TANABI, 201 AGUA BRANCA. 05002-010 São Paulo - SP.","-46.675003"," -23.5304247","privada"
35583728,"CR P CONV PAULO FREIRE","paralisada_2021","2_privada_conveniada",103,"CAIAPE, 167 VILA PENTEADO. 02867-000 São Paulo - SP.","NaN"," NaN","pública ou conveniada"
35583820,"ESC PART NOVA ALIANCA E I","paralisada_2021","3_privada_nao_conveniada",2,"AVENIDA ABILIO PEDRO RAMOS, 812 JACANA. 02279-000 São Paulo - SP.","NaN"," NaN","privada"
35584551,"ESCOLA DE EDUCACAO INFANTIL CATA-VENTO","paralisada_2021","3_privada_nao_conveniada",47,"RUA OLGA FADEL ABARCA, 125 JARDIM SANTA TERESINHA. 03572-020 São Paulo - SP.","-46.5027463"," -23.5711057","privada"
35584678,"CR P CONV VOVO MIRA","paralisada_2021","2_privada_conveniada",101,"SANTA, 144 VILA MASCOTE. 04363-070 São Paulo - SP.","NaN"," NaN","pública ou conveniada"
35585397,"ESCOLA KINDERGARTEN BABIES","paralisada_2021","3_privada_nao_conveniada",47,"RUA AZEVEDO SOARES, 2143 VILA GOMES CARDIM. 03322-000 São Paulo - SP.","NaN"," NaN","privada"
35585956,"ESCOLA DE EDUCACAO DE INFANTIL RECANTO DAS BEXIGAS","paralisada_2021","3_privada_nao_conveniada",15,"UACUMA, 624 RUA. JARDIM SANTA MARIA. 03575-000 São Paulo - SP.","NaN"," NaN","privada"
35586812,"ESC PART BUSCANDO HORIZONTES","paralisada_2021","3_privada_nao_conveniada",2,"JOAO BATISTA DI VITORIANO, 179 AVENIDA. JARDIM CONSORCIO. 04436-000 São Paulo - SP.","NaN"," NaN","privada"
35586936,"LIPILULU EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",13,"RUA EVANS, 193 03648-020 São Paulo - SP.","NaN"," NaN","privada"
35586961,"ESCOLA DE EDUCACAO INFANTIL AQUARELA DA INFANCIA","paralisada_2021","3_privada_nao_conveniada",23,"RUA SANTA GERTRUDES, 788 780. TATUAPE. 03408-020 São Paulo - SP.","-46.5500387"," -23.5479312","privada"
35587448,"CR P CONV ARLETE ANIZETE DE OLIVEIRA LIMA","paralisada_2021","2_privada_conveniada",113,"ENOCH BARREIRA DE MACEDO, 130 PARQUE TIETE. 02870-140 São Paulo - SP.","NaN"," NaN","pública ou conveniada"
35800673,"INSTITUTO EDUCACIONAL DESCOBRINDO A VIDA LTDA","extinta_2021","3_privada_nao_conveniada",19,"RUA CARNEIRO DA SILVA, 86 VILA LEOPOLDINA. 05304-020 São Paulo - SP.","NaN"," NaN","privada"
35800797,"MEU PEQUENO MUNDO GRANDE CENTRO DE RECR E DESENVOLVIMENTO INFANTIL SC LTDA","paralisada_2021","3_privada_nao_conveniada",45,"RUA BREJO ALEGRE, 398 BROOKLIN PAULISTA. 04557-051 São Paulo - SP.","-46.68293"," -23.60208","privada"
35800880,"PLANETA CRIANCA E E I","paralisada_2021","3_privada_nao_conveniada",44,"RUA DOS BRASOES, 142 SANTO AMARO. 04603-030 São Paulo - SP.","-46.6875"," -23.62879","privada"
35801239,"VILA GUILHERME COLEGIO","paralisada_2021","3_privada_nao_conveniada",6,"RUA GALATEA, 1794 RUA. VILA GUILHERME. 02068-000 São Paulo - SP.","-46.6113636"," -23.502999","privada"
35801318,"EDUCANDARIO DA VILA SANTA THEREZA","paralisada_2021","3_privada_nao_conveniada",13,"RUA AFONSO PORTO, 333 ARTUR ALVIM. 03567-030 São Paulo - SP.","-46.48921"," -23.53863","privada"
35802670,"ARRAIAL DAS CORES ESCOLA","extinta_2021","3_privada_nao_conveniada",16,"MACUNIS, 136 RUA. VILA MADALENA. 05444-000 São Paulo - SP.","-46.6961167"," -23.5590037","privada"
35803819,"AGAPE COLEGIO","extinta_2021","3_privada_nao_conveniada",17,"SABAO, 1172 ESTRADA. JARDIM MARISTELA. 02806-000 São Paulo - SP.","-46.6981742"," -23.4720429","privada"
35806328,"INVENCOES COLEGIO","extinta_2021","3_privada_nao_conveniada",28,"RUA TANABI, 334 RUA. PERDIZES. 05002-010 São Paulo - SP.","-46.6758061"," -23.529232","privada"
35807285,"FADELITO CENTRO DE CONVICENCIA INF SC LTDA UN II","paralisada_2021","3_privada_nao_conveniada",91,"PRACA ISAI LEINER, 164 JARDIM BONFIGLIOLI. 05592-140 São Paulo - SP.","-46.74171"," -23.57663","privada"
35807552,"CENTRO EDUCACIONAL PRO-HOPE","paralisada_2021","3_privada_nao_conveniada",3,"ALAMEDA DOS GUAIINUMBIS, 1027 ALAMEDA. PLANALTO PAULISTA. 04067-001 São Paulo - SP.","-46.65379"," -23.61414","privada"
35808088,"RODHUM COLEGIO","paralisada_2021","3_privada_nao_conveniada",16,"OTAVIANO BASILIO DA SILVA, 83/85 RUA. BRASILANDIA. 02845-120 São Paulo - SP.","-46.6929789"," -23.4710392","privada"
35809573,"MIRANTE COLEGIO","extinta_2021","3_privada_nao_conveniada",22,"RUA CONCEICAO PEREIRA, 325 RUA. PENHA. 03642-040 São Paulo - SP.","-46.5374314"," -23.5267646","privada"
35813175,"LETRINHAS MAGICAS CENTRO RECREATIVO","extinta_2021","3_privada_nao_conveniada",8,"RUA DOUTOR JOAO TONIOLO, 112 JARDIM SAO JOSE ZONA NORTE. 02969-000 São Paulo - SP.","-46.71441"," -23.48632","privada"
35813230,"ROTERDAN INSTITUTO EDUCACIONAL","paralisada_2021","3_privada_nao_conveniada",10,"FERNANDO MENDES DE ALMEIDA, 910 AVENIDA. PARQUE TAIPAS. 02987-100 São Paulo - SP.","NaN"," NaN","privada"
35813953,"ESC PART GENIUS I E","paralisada_2021","3_privada_nao_conveniada",9,"RUA VIRGILIO RODRIGUES, 06 TREMEMBE. 02372-020 São Paulo - SP.","NaN"," NaN","privada"
35814209,"ACONCHEGO ESCOLA DE EDUC INFANTIL","paralisada_2021","3_privada_nao_conveniada",48,"RUA QUITANDUBA, 50 CAXINGUI. 05516-030 São Paulo - SP.","-46.71539"," -23.58292","privada"
35004733,"ESCOLA ROSA DOS VENTOS","paralisada_2021","3_privada_nao_conveniada",40,"RUA PADRE MARCAL, 512 CENTRO. 18130-100 São Roque - SP.","-47.1347213"," -23.5277229","privada"
35095266,"ANTONIETA DE ARAUJO CUNHA LAURENCIANO PROFESSORA EMEI","extinta_2021","1_publica",28,"AVENIDA JOAO PESSOA, 680 AVENIDA. CENTRO. 18130-290 São Roque - SP.","-47.1345556620508"," -23.531061722897","pública ou conveniada"
35568797,"ROSA BASSI DIAS EMEI","extinta_2021","1_publica",17,"ANNA REVIGLIO ALDEGHERI, 235 RUA. JARDIM BRASILIA. 18131-602 São Roque - SP.","-47.1593523"," -23.5324798","pública ou conveniada"
35004088,"ESCOLA INFANTIL RENASCER","paralisada_2021","3_privada_nao_conveniada",29,"MONTE BELVEDERE, 984 VILA MARGARIDA. 11330-580 São Vicente - SP.","NaN"," NaN","privada"
35004089,"CRECHE SOL NASCENTE","extinta_2021","3_privada_nao_conveniada",21,"FREI GASPAR, 4598 CIDADE NAUTICA. 11350-000 São Vicente - SP.","-46.4157895923331"," -23.9448484442849","privada"
35099119,"MARIA MATHILDE DE SANTANA PROFA EMEIEF","extinta_2021","1_publica",119,"RUA PAULO HORCEL, SN RUA. JAPUI. 11325-100 São Vicente - SP.","-46.3915181"," -23.9869503","pública ou conveniada"
35175161,"SOSSEGO DA MAMAE RECREACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",15,"OSWALDO CRUZ, 22 PRACA. PARQUE SAO VICENTE. 11340-110 São Vicente - SP.","-46.39659"," -23.96083","privada"
35175262,"SUPER AMIGOS CENTRO DE RECREACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",26,"AGUIAR CAPITAO-MOR, 97 AVENIDA. CENTRO. 11310-201 São Vicente - SP.","-46.39178"," -23.97058","privada"
35248009,"NOSSA SENHORA DE FATIMA CRECHE MUNICIPAL CAIC","paralisada_2021","1_publica",148,"RUA IRMA MARIA RITA DE SOUZA BRITO LOPES IRMA DULCE, SN RUA. CONJUNTO RESIDENCIAL HUMAITA. 11349-330 São Vicente - SP.","-46.4576874"," -23.9496663","pública ou conveniada"
35395473,"EURYDICE DE FARIAS CRECHE MUNICIPAL COMUNITARIA","paralisada_2021","1_publica",46,"SANTA CRUZ, 444 PARQUE BITARU. 11330-295 São Vicente - SP.","-46.3938637"," -23.9684253","pública ou conveniada"
35463371,"COLONIA NOSSO LAR ESCOLA DE EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",9,"ANTONIO RISCALLE HUSNE, 1810 QUADRA 2 LOTE 2. JARDIM RIO BRANCO. 11347-020 São Vicente - SP.","NaN"," NaN","privada"
35463395,"PARAISO DA CRIANCA NUCLEO DE RECREACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",12,"VITOR TORQUATO DOS SANTOS, 320 RUA. PARQUE DAS BANDEIRAS. 11346-150 São Vicente - SP.","-46.48736557"," -23.98454575","privada"
35579130,"NUCLEO DE RECREACAO INFANTIL CARROSSEL","extinta_2021","3_privada_nao_conveniada",39,"PROFESSOR LOVELY PLAUCHUT, 220 VILA MATEO BEI. 11335-300 São Vicente - SP.","NaN"," NaN","privada"
35076259,"AURORA DE JESUS CARVALHO PROFESSORA EMEI","paralisada_2021","1_publica",98,"RUA ABRAO CALIL AUED, 409 RUA. CENTRO. 15180-000 Sebastianópolis do Sul - SP.","-49.9264662"," -20.661818","pública ou conveniada"
35560133,"COLEGIO INFANTIL SOS LTDA ME","paralisada_2021","3_privada_nao_conveniada",38,"RUA DR LUIZ PIZZA, 165 RUA. CENTRO. 13960-000 Socorro - SP.","-46.5310573"," -22.5921666","privada"
35006196,"CEI 117 - JARDIM RODRIGO","paralisada_2021","1_publica",141,"ALPHEU CASTRO SANTOS, S/N LOPES DE OLIVEIRA. 18071-282 Sorocaba - SP.","NaN"," NaN","pública ou conveniada"
35007284,"ESCOLA DE EDUCACAO PROMESSAS","extinta_2021","3_privada_nao_conveniada",12,NA,"NA"," NA","privada"
35186806,"UIRAPURU CENTRO EDUCACIONAL","extinta_2021","3_privada_nao_conveniada",33,"RUA ROMEU DO NASCIMENTO, 60 AVENIDA. JARDIM PORTAL DA COLINA. 18031-005 Sorocaba - SP.","-47.4615129"," -23.5158611","privada"
35581215,"CENTRO DE EDUCACAO INFANTIL BENEDICTO PAGLIATO","paralisada_2021","1_publica",74,"ELIAS RODRIGUES CLARO, 474 RUA. JARDIM SAO CARLOS. 18046-390 Sorocaba - SP.","-47.4792218"," -23.5275153","pública ou conveniada"
35168725,"VIVARE COLEGIO","paralisada_2021","3_privada_nao_conveniada",71,"GUAPORE, 86 JARDIM NOVA VENEZA NOVA VENEZA. 13177-210 Sumaré - SP.","-47.22658"," -22.8081853","privada"
35496947,"SONHO MAGICO UNIDADE II ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","2_privada_conveniada",60,"LUIS DA COSTA PINTO, 133 RUA. ALTOS DE SUMARE. 13175-380 Sumaré - SP.","-47.2541701"," -22.8151795","pública ou conveniada"
35434954,"SUZANINHO ESCOLA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",19,"CARAMURU, 151 155. CIDADE EDSON. 08665-330 Suzano - SP.","-46.3091406"," -23.5572649","privada"
35440425,"TRENZINHO MAGICO NUCLEO DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",37,"PORTUGAL FREIXO, 192 RUA. CENTRO. 08674-170 Suzano - SP.","-46.31229"," -23.5390075","privada"
35468058,"PEDACINHO DO CEU NUCLEO DE CONVIVENCIA INFANTIL","paralisada_2021","3_privada_nao_conveniada",23,"ANTONIO MAYER, 138 RUA. JARDIM SANTO ANTONIO. 08674-310 Suzano - SP.","-46.3154194"," -23.5488042","privada"
35564370,"CETES EDUCACAO INFANTIL COLEGIO","paralisada_2021","3_privada_nao_conveniada",16,"ALBERT OSWALD, 292 RUA. PARQUE SUZANO. 08673-030 Suzano - SP.","-46.3141715"," -23.5362127","privada"
35290403,"PORTO DELFORTH ESCOLA","paralisada_2021","3_privada_nao_conveniada",20,"ACYLINO VENTINO DE MORAES, 218 RUA. JARDIM SAO PAULO. 06767-300 Taboão da Serra - SP.","-46.7882541"," -23.6211152","privada"
35366055,"SOLAR DOS UNIDOS PROGRAMA DE ATENDIMENTO A CRIANCA","extinta_2021","2_privada_conveniada",155,"PAULO AUGUSTO DE ANDRADE, 233 RUA. JARDIM SAO JUDAS TADEU. 06786-070 Taboão da Serra - SP.","-46.8102593"," -23.6296003","pública ou conveniada"
35481920,"SOLAR DOS UNIDOS PROGRAMA DE ATENDIMENTO A CRIANCA III","extinta_2021","2_privada_conveniada",113,"LAUDELINO GOMES RIBEIRO, 255 RUA. JARDIM IRACEMA. 06770-100 Taboão da Serra - SP.","-46.7847095"," -23.6358054","pública ou conveniada"
35482161,"ENCANTOS DE CRIANCA ESCOLA DE EDUCACAO INFANTIL E BERCARIO","extinta_2021","3_privada_nao_conveniada",5,"MARINO MARTINS DE OLIVEIRA, 341 PARQUE MONTE ALEGRE. 06756-030 Taboão da Serra - SP.","-46.75326"," -23.60609","privada"
35811567,"SAPEQUINHA ESCOLA DE EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",26,"RUA JOSE ANDRE DE MORAES, 1270 RUA. JARDIM MONTE ALEGRE. 06755-000 Taboão da Serra - SP.","-46.7691783"," -23.600833","privada"
35811592,"QUERO COLO ESCOLA DE EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",8,"RUA ALICE VAZAMI, 103 RUA. JARDIM MONTE ALEGRE. 06755-370 Taboão da Serra - SP.","-46.7924417"," -23.6387877","privada"
35007065,"CRECHE ESCOLA KENSO OKUMURA","paralisada_2021","1_publica",96,NA,"NA"," NA","pública ou conveniada"
35007242,"ESCOLA E CRECHE INFANTIL LARILEO LTDA","paralisada_2021","3_privada_nao_conveniada",21,NA,"NA"," NA","privada"
35192259,"MARIA DE FATIMA ARAUJO SIQUEIRA PROFESSORA EMEI","paralisada_2021","1_publica",104,"PRACA BATISTA XIMENES, SN RUA. JARDIM URBANO BROCCHI I. 13760-000 Tapiratiba - SP.","-46.7373738"," -21.4771801","pública ou conveniada"
35217062,"BENEDITA MARIA DO ROSARIO SALES PROFA EM R","extinta_2021","1_publica",8,"FAZENDA GARBELOTTI, SN RUA. BAIRRO BARREIRO. 18740-000 Taquarituba - SP.","-49.2912923"," -23.4639925","pública ou conveniada"
35186193,"FLORINDA CHACARA DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",6,"RUA FARHAN SALLUN, 10 RUA. JARDIM WANDERLEY. 18277-640 Tatuí - SP.","-47.8693967"," -23.3648633","privada"
35449842,"THOMYRES GIANESELLA LISBOA PROFA EMEI","paralisada_2021","1_publica",68,"QUINZE DE NOVEMBRO, 334 RUA. CENTRO. 18270-310 Tatuí - SP.","-47.8476699"," -23.3490561","pública ou conveniada"
35006017,"CEMI - COLEGIO ESPACO MAGICO INTEGRADO","extinta_2021","3_privada_nao_conveniada",1,"EMILIO WINTHER, 53 JARDIM DAS NACOES. 12030-000 Taubaté - SP.","NaN"," NaN","privada"
35006948,"F R DA SILVA CRECHE E PRE-ESCOLA - ME","paralisada_2021","3_privada_nao_conveniada",13,NA,"NA"," NA","privada"
35007229,"ANGELICA DE PAULA SILVA","paralisada_2021","3_privada_nao_conveniada",27,NA,"NA"," NA","privada"
35164707,"JOANA D ARC CRECHE ESPIRITA BENEFICENTE","extinta_2021","2_privada_conveniada",61,"COLEGIO NOSSA SENHORA DO BOM CONSELHO, 151 RUA. JARDIM DAS NACOES. 12030-050 Taubaté - SP.","-45.5642932"," -23.0335865","pública ou conveniada"
35456724,"AMIGUINHO FELIZ CRECHE","paralisada_2021","3_privada_nao_conveniada",12,"MARIA RITA DE MOURA IRMA, 75 RUA. PARQUE RESIDENCIAL BOM CONSELHO. 12031-140 Taubaté - SP.","-45.5772766"," -23.0380906","privada"
35572032,"NOSSA SENHORA CANTINHO DA CRIANCA EEEEI","paralisada_2021","3_privada_nao_conveniada",5,"JOSE PEDRO DA CUNHA, 280 AVENIDA. JARDIM MARIA AUGUSTA. 12070-003 Taubaté - SP.","-45.5474407"," -23.0278911","privada"
35005077,"ESCOLA DE EDUCACAO INFANTIL ALPHA BABY","extinta_2021","3_privada_nao_conveniada",12,"BRASIL, 428 JARDIM BONANZA. 18530-000 Tietê - SP.","-47.7142395"," -23.0903975","privada"
35065808,"CLELIA MARILDA CERQUEIRA THOSI EMEI","paralisada_2021","1_publica",58,"RUA PEDRO RIBEIRO, 462 RUA. CENTRO. 18860-000 Timburi - SP.","-49.6044115"," -23.2048161","pública ou conveniada"
35431205,"MARIETA GATTI CRECHE MUNICIPAL","paralisada_2021","1_publica",55,"RUA LINDOLPHO CAMARGO ALVES, 945 RUA. CENTRO. 18860-000 Timburi - SP.","-49.6025346"," -23.207992","pública ou conveniada"
35004183,"ESCOLA DE EDUCACAO INFANTIL CANTINHO DO CEU","paralisada_2021","3_privada_nao_conveniada",8,"COROADOS, 883 CENTRO. 17600-010 Tupã - SP.","-50.5127718"," -21.9367795","privada"
35004292,"COLEGIO INTEGRACAO","extinta_2021","3_privada_nao_conveniada",3,"CORONEL ERNESTO DE OLIVEIRA, 449 SILOP. 11680-000 Ubatuba - SP.","-45.0768053"," -23.4318185","privada"
35173101,"VOVO MANECO ESCOLA DE EDUCACAO INFANTIL","extinta_2021","3_privada_nao_conveniada",32,"RUA DOS NAZARENOS, 293 RUA. CENTRO. 11680-000 Ubatuba - SP.","-45.0830574"," -23.4355373","privada"
35007156,"ESPERANCA INSTITUTO UNIDADE IV","paralisada_2021","2_privada_conveniada",86,NA,"NA"," NA","pública ou conveniada"
35094560,"JARDIM DO LAGO EMEB","extinta_2021","1_publica",37,"FELICIO PERSEGHETTI, 205 RUA. JARDIM DO LAGO. 13277-512 Valinhos - SP.","-46.9953405"," -22.9944371","pública ou conveniada"
35176503,"ESPERANCA INSTITUTO UNIDADE I","paralisada_2021","2_privada_conveniada",71,"RUA FIORAVANTE MENEGALDO, 210 AVENIDA. SANTA CRUZ. 13271-060 Valinhos - SP.","-47.0036718"," -22.9666099","pública ou conveniada"
35176515,"ESPERANCA INSTITUTO UNIDADE II","paralisada_2021","2_privada_conveniada",123,"RIO DE JANEIRO, 24 RUA. VILA SANTANA. 13274-140 Valinhos - SP.","-46.9915591"," -22.9629357","pública ou conveniada"
35176527,"ESPERANCA INSTITUTO UNIDADE III","paralisada_2021","2_privada_conveniada",118,"HERMINIA OLIVIO PAVAN, 211 RUA. VILA SAO CRISTOVAO. 13276-600 Valinhos - SP.","-46.9911758"," -22.9871523","pública ou conveniada"
35806195,"A B C CENTRO EDUCACIONAL INFANTIL","extinta_2021","3_privada_nao_conveniada",100,"RUA ITALIA, 274 RUA. JARDM RIBEIRO. 13270-180 Valinhos - SP.","-46.99816"," -22.97169","privada"
35659447,"BAIRRO DO ANHUMAS EM","paralisada_2021","1_publica",11,"BAIRRO DO ANHUMAS, SN RUA. ANHUMAS. 12935-000 Vargem - SP.","-46.4406270347968"," -22.8551520500545","pública ou conveniada"
35369202,"MARCILIO LINO ESCOLA MUNICIPAL","paralisada_2021","1_publica",12,"RUA NATUREZA, 04 RUA. TIJUCO PRETO. 06730-000 Vargem Grande Paulista - SP.","-46.9919905"," -23.6337859","pública ou conveniada"
35231332,"MARIA ZAMARIOLI DOUTORA CENTRO MUNICIPAL DE EDUC INFANTIL","extinta_2021","1_publica",42,"RUA ESPIRITO SANTO, 523 RUA. VILA FALCONE. 14740-000 Viradouro - SP.","-48.2930885"," -20.8705662","pública ou conveniada"
35268159,"RISCO E RABISCO CENTRO DE EDUCACAO INFANTIL","paralisada_2021","3_privada_nao_conveniada",24,"PARAIBA, 3229 RUA. CHACARA DAS PAINEIRAS. 15502-150 Votuporanga - SP.","-49.9769536"," -20.4181056","privada"
